soc_llegada,soc_salida
23.0,96.0
43.0,92.0
37.0,87.0
38.0,100.0
43.0,100.0
38.0,93.99
57.9999999999999,100.0
23.0,99.0
48.0,92.0
48.0,100.0
12.0,86.0
22.0,99.0
46.0,98.0
49.0,100.0
33.9992494370778,90.9994996247185
16.0,82.99
34.0,98.0
21.0,98.0
16.0,93.99
32.0,82.0
19.0,85.0
30.0,100.0
34.0,100.0
24.0,82.99
40.0,90.0
49.0,100.0
48.0,93.0
53.0,100.0
16.0,94.0
8.0,100.0
30.0,53.0
25.0,54.0
39.0,95.0
37.0,100.0
43.0,100.0
15.0,100.0
50.0,100.0
75.0,100.0
17.99,99.0
44.0,99.0
10.0,99.0
55.0,100.0
16.0,97.0
19.0,87.0
42.0,100.0
21.0,86.0
20.0,85.0
21.0,97.0
14.0,86.0
62.0,86.0
17.99,99.0
25.0,84.0
25.0,90.0
50.0,92.0
10.0,77.0
10.0,87.9997469635627
39.0,90.0
45.0,97.0
24.0,85.0
22.0,90.0
16.0,97.0
53.0,100.0
31.0,90.0
64.0,90.0
37.0,93.0
24.0,92.0
20.0,99.0
49.0,97.0
3.0,95.0
13.0,100.0
30.0,100.0
12.0,95.0
15.0,99.0
23.0,96.0
28.0,89.0
24.0,77.0
19.0,97.0
17.99,100.0
54.0,100.0
14.0,79.0
19.0,95.0
23.0,89.0
8.99,81.0
44.0,91.0
25.0,85.0
26.0,100.0
33.0,99.0
22.0,90.0
20.0,100.0
34.0,93.0
15.0,96.0
37.0,99.0
51.0,100.0
17.99,98.0
46.0,93.99
49.0,99.0
6.0,91.0
20.0,99.0
21.0,98.0
42.0,90.0
55.0,99.0
20.0,100.0
46.9899999999999,100.0
76.0,100.0
8.0,100.0
33.0,100.0
19.0,81.0
22.0,90.0
55.0,100.0
68.99,99.0
43.0,96.0
12.0,93.99
75.0,97.0
17.99,95.0
49.0,97.0
3.0,100.0
35.99,100.0
26.0,97.0
44.0,99.0
38.0,100.0
35.99,96.0
37.0,90.0
54.0,99.0
15.0,100.0
25.0,69.0
20.0,100.0
31.0,99.0
73.0,98.0
1.0,82.99
29.9946524064171,82.9946524064171
6.0,96.0
40.0,93.99
32.0,98.0
28.0,69.9956140350877
27.0,100.0
21.0,84.0
14.0,80.0
39.0,100.0
55.0,99.0
21.0,97.0
32.0,100.0
21.0,100.0
12.0,98.0
46.9899999999999,100.0
8.99,87.0
28.9946524064171,82.9946524064171
50.999415546464,100.0
44.0,85.0
47.0,100.0
68.99,99.0
11.0,100.0
28.9999999999999,90.0
15.0,91.0
21.0,100.0
24.0,100.0
40.0,89.0
68.0,100.0
54.0,100.0
19.0,92.0
31.0,91.0
71.0,99.0
8.99,100.0
30.0,100.0
60.0,99.0
3.0,99.0
19.0,93.0
8.99,99.0
14.0,97.0
44.0,95.0
37.0,62.0
19.0,100.0
50.0,98.0
33.0,95.0
15.0,91.0
26.0,97.0
11.0,100.0
7.0,99.0
19.0,87.0
7.0,98.0
49.0,100.0
46.9990017469428,95.9995008734714
20.0,100.0
39.0,99.0
35.0,95.0
48.0,79.0
8.99,100.0
8.99,95.0
54.0,99.0
15.0,100.0
16.0,100.0
6.0,93.99
13.0,90.0
33.0,98.0
11.0,98.0
51.0,82.0
12.0,99.0
48.0,100.0
28.0,100.0
54.0,100.0
37.0,100.0
35.99,98.0
15.0,100.0
46.0,87.0
30.0,100.0
25.0,87.0
53.0,90.0
41.0,100.0
28.998,100.0
24.0,100.0
19.0,99.0
26.0,99.0
7.0,99.0
20.0,97.0
13.0,89.0
46.9899999999999,99.0
32.0,99.0
2.0,98.0
21.0,99.0
15.0,100.0
33.0,75.0
20.0,99.0
19.0,95.0
20.0,100.0
42.0,92.0
47.9997488699146,100.0
11.0,93.99
40.0,100.0
27.0,84.0
31.9987113402061,100.0
16.0,97.0
33.0,96.0
20.0,97.0
51.0,98.0
25.0,93.99
6.0,100.0
3.0,100.0
