energia_kwh
56.82
54.094
36.766
24.272
55.457
24.175
37.668
59.256
28.892
73.519
19.697
23.184
14.089
18.919
45.986
57.999
48.594
21.602
20.107
21.486
44.958
32.543
73.441
33.211
25.392
33.758
40.881
48.286
59.033
60.349
17.197
62.089
29.947
76.813
48.425
55.726
31.618
40.061
38.162
40.881
13.14
28.428
24.776
50.246
73.019
29.779
43.473
49.754
70.109
24.139
32.146
61.785
33.865
57.954
58.17
58.334
80.207
57.585
50.207
54.975
38.85
36.259
28.297
27.461
32.639
40.297
56.066
41.192
32.655
31.737
26.803
61.897
63.561
48.845
16.693
54.842
38.297
23.324
41.704
43.587
13.877
50.989
47.418
59.396
51.394
29.608
35.066
49.937
61.193
23.642
42.484
49.004
61.096
26.902
41.412
19.52
32.121224999999995
36.423
58.691
32.601
52.358
17.645
56.174
33.441
35.544
35.189
36.936
33.175
10.313
50.593
75.312
50.28
23.492
48.673
50.85
25.252
17.227
52.543
21.969
59.186
20.483
84.276
35.354
32.23
63.272
34.641
41.751
52.336
46.394
42.135
53.347
44.959
31.522
37.5083999999999
16.576
12.999
22.386
67.562
58.573
76.632
13.077
40.68
55.797
27.664
56.457
15.734
54.848
41.013
47.127
51.373
43.016
43.623
16.735
24.205
37.426
38.892
56.018
36.855
59.696
56.958
48.336
63.284
47.848
27.739
60.732
41.455
58.551
40.885
51.007
42.838
42.213
28.917
32.754
37.464
29.033
83.004
86.148
28.548
42.371
50.762
33.187
39.789
16.589
12.698
51.36
44.309
45.124
39.337
64.542
33.236
19.23
61.408
59.508
62.569
52.781
15.515
46.755
40.94
53.819
32.073
57.55
64.384
43.179
31.917
51.428
49.7
30.566
45.15
51.215
20.965
46.889
48.86
60.895
43.223
37.406
68.979
48.903
64.476
50.289
59.592
49.267
38.206
40.389
47.448
15.176
47.801
69.764
46.882
51.173
32.655
50.015
26.545
21.82
62.333
41.02
48.954
92.343
47.116
40.739
33.154
40.845
24.923
67.447
30.696
60.752
37.224
38.539
62.633
17.868
17.771
55.343
40.096
34.934
57.489
39.263
28.293
48.171
62.676
20.515
42.706
20.407
50.247
48.266
43.368
43.931
48.135
43.639
46.973
27.17
47.466
27.886
58.717
56.047
18.456
77.991
31.835
102.603
37.959
21.408
25.757
26.811
44.821
48.927
66.484
37.654
59.598
50.962
70.419
70.543
49.5925
37.176
35.473
33.736
34.642
22.423
29.237
69.828
50.817
61.342
29.728
44.063
38.15455
24.322
43.522
60.858
27.658
15.565
51.762
54.698
24.572
76.668
62.639
72.411
61.059
36.493
93.215
25.076
22.388
52.484
53.038
59.705
82.5091
65.832
39.641
73.67710000000001
25.802
41.227
25.902
49.589
42.988
117.69
75.169
93.355
42.419
71.162
69.033
40.889
55.353
60.238
82.64
121.026
74.121
24.393
62.878
40.536
29.713
44.379
57.108
31.636
59.607
49.575
148.79
42.23
35.698
37.993
39.588
33.109
44.194
56.506
44.581
18.042
57.934
92.0881999999999
67.906
65.752
162.135
65.535
70.254
76.052
196.761
42.757
69.153
48.313
44.563
54.079
79.352
244.474
60.079
30.498
268.863
46.939
50.409
